name,weight_kg,base_total,capture_rate
Spinarak,0.08401680336067213,250,255
Ariados,0.3340668133626726,400,90
Crobat,0.7491498299659932,535,90
Chinchou,0.1190238047609522,330,190
Lanturn,0.22404480896179238,460,75
Pichu,0.019003800760152033,205,190
Cleffa,0.029005801160232048,218,150
Igglybuff,0.009001800360072015,210,170
Togepi,0.014002800560112024,245,190
Togetic,0.03100620124024805,405,75
Natu,0.019003800760152033,320,190
Xatu,0.14902980596119225,470,75
Mareep,0.07701540308061612,280,235
Flaaffy,0.13202640528105622,365,120
Ampharos,0.614122824564913,610,45
Bellossom,0.05701140228045609,490,45
Marill,0.08401680336067213,250,190
Azumarill,0.28405681136227245,420,75
Sudowoodo,0.3790758151630326,410,65
Politoed,0.33806761352270454,500,45
Hoppip,0.004000800160032006,250,255
Skiploom,0.009001800360072015,340,120
Jumpluff,0.029005801160232048,460,45
Aipom,0.11402280456091218,360,45
Sunkern,0.01700340068013603,180,235
Sunflora,0.08401680336067213,425,120
Yanma,0.3790758151630326,390,75
Wooper,0.08401680336067213,210,255
Quagsire,0.7491498299659932,430,90
Espeon,0.26405281056211244,525,45
Umbreon,0.26905381076215246,525,45
Murkrow,0.020004000800160033,405,30
Slowking,0.7941588317663533,490,70
Misdreavus,0.009001800360072015,435,45
Unown,0.049009801960392084,336,225
Wobbuffet,0.28405681136227245,405,45
Girafarig,0.4140828165633127,455,60
Pineco,0.07101420284056811,290,190
Forretress,1.257251450290058,465,75
Dunsparce,0.13902780556111222,415,190
Gligar,0.6471294258851771,430,60
Steelix,3.9997999599919987,610,25
Snubbull,0.07701540308061612,300,190
Granbull,0.4860972194438888,450,75
Qwilfish,0.038007601520304066,440,45
Scizor,1.179235847169434,600,25
Shuckle,0.20404080816163234,505,190
Heracross,0.5391078215643129,600,45
Sneasel,0.27905581116223244,430,60
Teddiursa,0.08701740348069616,330,120
Ursaring,1.257251450290058,500,60
Slugma,0.3490698139627926,250,190
Magcargo,0.549109821964393,430,75
Swinub,0.0640128025605121,250,225
Piloswine,0.5571114222844569,450,75
Corsola,0.049009801960392084,410,60
Remoraid,0.1190238047609522,300,190
Octillery,0.28405681136227245,480,75
Delibird,0.15903180636127226,330,45
Mantine,2.199439887977596,485,25
Skarmory,0.5041008201640328,465,25
Houndour,0.10702140428085619,330,120
Houndoom,0.3490698139627926,600,45
Kingdra,1.5193038607721545,540,45
Phanpy,0.3340668133626726,330,120
Donphan,1.199239847969594,500,60
Porygon2,0.32406481296259254,515,45
Stantler,0.7111422284456893,465,45
Smeargle,0.579115823164633,250,45
Tyrogue,0.20904180836167235,210,75
Hitmontop,0.4790958191638328,455,45
Smoochum,0.0590118023604721,305,45
Elekid,0.2340468093618724,360,45
Magby,0.2130426085217043,365,45
Miltank,0.7541508301660332,490,45
Blissey,0.4670934186837367,540,30
Raikou,1.779355871174235,580,3
Entei,1.9793958791758353,580,3
Suicune,1.869373874774955,580,3
Larvitar,0.7191438287657532,300,45
Pupitar,1.5193038607721545,410,45
Tyranitar,2.019403880776155,700,45
Lugia,2.1594318863772757,680,3
Ho-Oh,1.9893978795759153,680,3
Celebi,0.049009801960392084,600,45
Treecko,0.049009801960392084,310,45
Grovyle,0.21504300860172035,405,45
Sceptile,0.5211042208441689,630,45
Torchic,0.02400480096019204,310,45
Combusken,0.19403880776155233,405,45
Blaziken,0.5191038207641528,630,45
Mudkip,0.07501500300060013,310,45
Marshtomp,0.27905581116223244,405,45
Swampert,0.8181636327265455,635,45
Poochyena,0.13502700540108023,220,255
Mightyena,0.3690738147629526,420,127
Zigzagoon,0.17403480696139229,240,255
Linoone,0.32406481296259254,420,90
Wurmple,0.035007001400280055,195,255
Silcoon,0.09901980396079216,205,120
Beautifly,0.28305661132226445,395,45
Cascoon,0.11402280456091218,205,120
Dustox,0.3150630126025205,385,45
Lotad,0.02500500100020004,220,255
Lombre,0.32406481296259254,340,120
Ludicolo,0.549109821964393,480,45
Seedot,0.03900780156031206,220,255
Nuzleaf,0.27905581116223244,340,120
Shiftry,0.595119023804761,480,45
Taillow,0.022004400880176033,270,200
Swellow,0.1970394078815763,455,45
Wingull,0.09401880376075215,270,190
Pelipper,0.27905581116223244,440,45
Ralts,0.0650130026005201,198,235
Kirlia,0.2010402080416083,278,120
Gardevoir,0.4830966193238648,618,45
Surskit,0.016003200640128026,269,200
Masquerain,0.035007001400280055,454,75
Shroomish,0.04400880176035207,295,255
Breloom,0.39107821564312867,460,90
Slakoth,0.2390478095619124,280,255
Vigoroth,0.46409281856371276,440,120
Slaking,1.3042608521704342,670,45
Nincada,0.05401080216043209,266,255
Ninjask,0.1190238047609522,456,120
Shedinja,0.011002200440088017,236,45
Whismur,0.16203240648129627,240,190
Loudred,0.40408081616323266,360,120
Exploud,0.8391678335667134,490,45
Makuhita,0.8631726345269055,237,180
Hariyama,2.5375075015003,474,200
Azurill,0.019003800760152033,190,150
Nosepass,0.9691938387677536,375,255
Skitty,0.10902180436087218,260,255
Delcatty,0.32506501300260054,400,60
Sableye,0.10902180436087218,480,45
Mawile,0.11402280456091218,480,45
Aron,0.599119823964793,330,180
Lairon,1.199239847969594,430,90
Aggron,3.599719943988798,630,45
Meditite,0.11102220444088819,280,180
Medicham,0.3140628125625125,510,90
Electrike,0.15103020604120826,295,120
Manectric,0.40108021604320865,575,45
Plusle,0.041008201640328076,405,200
Minun,0.041008201640328076,405,200
Volbeat,0.17603520704140826,430,150
Illumise,0.17603520704140826,430,150
Roselia,0.019003800760152033,400,150
Gulpin,0.10202040408081618,302,225
Swalot,0.7991598319663933,467,75
Carvanha,0.20704140828165635,305,225
Sharpedo,0.8871774354870975,560,60
Wailmer,1.2992598519703942,400,125
Wailord,3.9797959591918386,500,60
Numel,0.2390478095619124,305,255
Camerupt,2.199439887977596,560,150
Torkoal,0.8031606321264254,470,90
Spoink,0.30506101220244053,330,255
Grumpig,0.7141428285657132,470,60
Spinda,0.049009801960392084,360,255
Trapinch,0.14902980596119225,290,255
Vibrava,0.15203040608121626,340,120
Flygon,0.8191638327665534,520,45
Cacnea,0.5121024204840968,335,190
Cacturne,0.7731546309261854,475,60
Swablu,0.011002200440088017,310,255
Altaria,0.20504100820164034,590,45
Zangoose,0.4020804160832166,458,90
Seviper,0.5241048209641929,458,90
Lunatone,1.6793358671734349,460,45
Solrock,1.5393078615723146,460,45
Barboach,0.01800360072014403,288,190
Whiscash,0.2350470094018804,468,75
Corphish,0.11402280456091218,308,205
Crawdaunt,0.3270654130826165,468,155
Baltoy,0.21404280856171234,300,255
Claydol,1.0792158431686338,500,90
Lileep,0.2370474094818964,355,45
Cradily,0.603120624124825,495,45
Anorith,0.1240248049609922,355,45
Armaldo,0.6811362272454492,495,45
Feebas,0.07301460292058412,200,255
Milotic,1.6193238647729546,540,60
Castform,0.007001400280056013,420,45
Kecleon,0.21904380876175236,440,200
Shuppet,0.022004400880176033,295,225
Banette,0.1240248049609922,555,45
Duskull,0.14902980596119225,295,190
Dusclops,0.30506101220244053,455,90
Tropius,0.9991998399679937,460,200
Chimecho,0.009001800360072015,455,45
Absol,0.4690938187637528,565,30
Wynaut,0.13902780556111222,260,125
Snorunt,0.1670334066813363,300,190
Glalie,2.5645129025805162,580,75
Spheal,0.3940788157631526,290,255
Sealeo,0.8751750350070014,410,120
Walrein,1.5053010602120425,530,45
Clamperl,0.5241048209641929,345,255
Huntail,0.26905381076215246,485,60
Gorebyss,0.22504500900180038,485,60
Relicanth,0.23304660932186436,485,25
Luvdisc,0.08601720344068814,330,225
Bagon,0.4200840168033607,300,45
Shelgon,1.104220844168834,420,45
Salamence,1.0252050410082016,700,45
Beldum,0.9511902380476097,300,3
Metang,2.024404880976195,420,3
Metagross,5.500100020004001,700,3
Regirock,2.2994598919783957,580,3
Regice,1.7493498699739949,580,3
Registeel,2.0494098819763953,580,3
Latias,0.39907981596319264,700,3
Latios,0.599119823964793,700,3
Kyogre,3.519703940788158,770,3
Groudon,9.500900180036007,770,3
Rayquaza,2.0644128825765153,780,45
Jirachi,0.010002000400080016,600,3
Deoxys,0.607121424284857,600,3
Turtwig,0.10102020404080816,318,45
Grotle,0.9691938387677536,405,45
Torterra,3.0996199239847972,525,45
Chimchar,0.061012202440488106,309,45
Monferno,0.21904380876175236,405,45
Infernape,0.549109821964393,534,45
Piplup,0.05101020204040809,314,45
Prinplup,0.22904580916183237,405,45
Empoleon,0.8441688337667533,530,45
Starly,0.019003800760152033,245,255
Staravia,0.15403080616123224,340,120
Staraptor,0.24804960992198438,485,45
Bidoof,0.19903980796159232,250,255
Bibarel,0.3140628125625125,410,127
Kricketot,0.021004200840168033,194,255
Kricketune,0.2540508101620324,384,45
Shinx,0.09401880376075215,263,235
Luxio,0.3040608121624325,363,120
Luxray,0.4190838167633527,523,45
Budew,0.011002200440088017,280,255
Roserade,0.14402880576115223,515,75
Cranidos,0.3140628125625125,350,45
Rampardos,1.0242048409681936,495,45
Shieldon,0.5691138227645529,350,45
Bastiodon,1.4942988597719544,495,45
Burmy,0.033006601320264055,224,120
Wormadam,0.0640128025605121,424,45
Mothim,0.23204640928185638,424,45
Combee,0.05401080216043209,244,120
Vespiquen,0.38407681536307264,474,45
Pachirisu,0.038007601520304066,405,200
Buizel,0.2940588117623525,330,190
Floatzel,0.3340668133626726,495,75
Cherubi,0.03200640128025605,275,190
Cherrim,0.09201840368073616,450,75
Shellos,0.0620124024804961,325,190
Gastrodon,0.2980596119223845,475,75
Ambipom,0.20204040808161633,482,45
Drifloon,0.011002200440088017,348,125
Drifblim,0.14902980596119225,498,60
Buneary,0.05401080216043209,350,190
Lopunny,0.3320664132826565,580,60
Mismagius,0.043008601720344077,495,45
Honchkrow,0.27205441088217647,505,30
Glameow,0.038007601520304066,310,190
Purugly,0.43708741748349667,452,75
Chingling,0.005001000200040008,285,120
Stunky,0.1910382076415283,329,225
Skuntank,0.3790758151630326,479,60
Bronzor,0.604120824164833,300,255
Bronzong,1.869373874774955,500,90
Bonsly,0.14902980596119225,290,255
Mime Jr.,0.1290258051610322,310,145
Happiny,0.24304860972194436,220,130
Chatot,0.01800360072014403,411,30
Spiritomb,1.0792158431686338,485,100
Gible,0.20404080816163234,300,45
Gabite,0.5591118223644729,410,45
Garchomp,0.9491898379675936,700,45
Munchlax,1.0492098419683937,390,50
Riolu,0.2010402080416083,285,75
Lucario,0.5391078215643129,625,45
Hippopotas,0.4940988197639528,330,140
Hippowdon,2.999599919983997,525,60
Skorupi,0.1190238047609522,330,120
Drapion,0.614122824564913,500,45
Croagunk,0.22904580916183237,300,140
Toxicroak,0.44308861772354474,490,75
Carnivine,0.26905381076215246,454,200
Finneon,0.06901380276055212,330,190
Lumineon,0.2390478095619124,460,75
Mantyke,0.6491298259651931,345,25
Snover,0.5041008201640328,334,120
Abomasnow,1.3542708541708341,594,60
Weavile,0.33906781356271254,510,45
Magnezone,1.799359871974395,535,30
Lickilicky,1.3992798559711943,515,30
Rhyperior,2.8275655131026207,535,30
Tangrowth,1.2852570514102821,535,30
Electivire,1.3852770554110823,540,30
Magmortar,0.6791358271654331,540,30
Togekiss,0.3790758151630326,545,30
Yanmega,0.5141028205641128,515,30
Leafeon,0.2540508101620324,525,45
Glaceon,0.2580516103220644,525,45
Gliscor,0.4240848169633927,510,30
Mamoswine,2.9095819163832766,530,50
Porygon-Z,0.33906781356271254,535,30
Gallade,0.5191038207641528,618,45
Probopass,3.3996799359871974,525,60
Dusknoir,1.0652130426085218,525,45
Froslass,0.26505301060212044,480,75
Rotom,0.002000400080016003,520,45
Uxie,0.002000400080016003,580,3
Mesprit,0.002000400080016003,580,3
Azelf,0.002000400080016003,580,3
Dialga,6.830366073214643,680,3
Palkia,3.3596719343868777,680,3
Heatran,4.299859971994399,600,3
Regigigas,4.199839967993599,670,3
Giratina,7.5005001000200044,680,3
Cresselia,0.8551710342068414,600,3
Phione,0.030006001200240048,480,30
Manaphy,0.01300260052010402,600,3
Darkrai,0.5041008201640328,600,3
Shaymin,0.020004000800160033,600,45
Arceus,3.199639927985597,720,3
Victini,0.03900780156031206,600,3
Snivy,0.08001600320064013,308,45
Servine,0.15903180636127226,413,45
Serperior,0.629125825165033,528,45
Tepig,0.09801960392078417,308,45
Pignite,0.5541108221644329,418,45
Emboar,1.4992998599719944,528,45
Oshawott,0.0580116023204641,308,45
Dewott,0.2440488097619524,413,45
Samurott,0.9451890378075616,528,45
Patrat,0.11502300460092019,255,255
Watchog,0.26905381076215246,420,255
Lillipup,0.04000800160032006,275,255
Herdier,0.14602920584116824,370,120
Stoutland,0.609121824364873,500,45
Purrloin,0.10002000400080016,281,255
Liepard,0.3740748149629926,446,90
Pansage,0.10402080416083218,316,190
Simisage,0.3040608121624325,498,75
Pansear,0.10902180436087218,316,190
Simisear,0.27905581116223244,498,75
Panpour,0.13402680536107223,316,190
Simipour,0.28905781156231247,498,75
Munna,0.23204640928185638,292,190
Musharna,0.604120824164833,487,75
Pidove,0.020004000800160033,264,255
Tranquill,0.14902980596119225,358,120
Unfezant,0.28905781156231247,488,45
Blitzle,0.2970594118823765,295,190
Zebstrika,0.7941588317663533,497,75
Roggenrola,0.1790358071614323,280,255
Boldore,1.0192038407681536,390,120
Gigalith,2.5995199039807964,515,45
Woobat,0.020004000800160033,323,190
Swoobat,0.10402080416083218,425,45
Drilbur,0.08401680336067213,328,120
Excadrill,0.40308061612322466,508,60
Audino,0.3090618123624725,545,255
Timburr,0.1240248049609922,305,180
Gurdurr,0.39907981596319264,405,90
Conkeldurr,0.8691738347669534,505,45
Tympole,0.04400880176035207,294,255
Palpitoad,0.16903380676135227,384,120
Seismitoad,0.619123824764953,509,45
Throh,0.5541108221644329,465,45
Sawk,0.5091018203640728,465,45
Sewaddle,0.02400480096019204,310,255
Swadloon,0.07201440288057612,380,120
Leavanny,0.20404080816163234,500,45
Venipede,0.05201040208041609,260,255
Whirlipede,0.584116823364673,360,120
Scolipede,2.004400880176035,485,45
Cottonee,0.005001000200040008,280,190
Whimsicott,0.0650130026005201,480,75
Petilil,0.0650130026005201,280,190
Lilligant,0.16203240648129627,480,75
Basculin,0.1790358071614323,460,25
Sandile,0.15103020604120826,292,180
Krokorok,0.3330666133226646,351,90
Krookodile,0.9621924384876975,519,45
Darumaka,0.3740748149629926,315,120
Darmanitan,0.9281856371274256,540,60
Maractus,0.27905581116223244,461,255
Dwebble,0.14402880576115223,325,190
Crustle,1.9993998799759953,485,75
Scraggy,0.11702340468093621,348,180
Scrafty,0.2990598119623925,488,90
Sigilyph,0.13902780556111222,490,45
Yamask,0.014002800560112024,303,190
Cofagrigus,0.7641528305661133,483,90
Tirtouga,0.16403280656131228,355,45
Carracosta,0.8091618323664733,495,45
Archen,0.09401880376075215,401,45
Archeops,0.3190638127625525,567,45
Trubbish,0.3090618123624725,329,190
Garbodor,1.0722144428885778,474,60
Zorua,0.1240248049609922,330,75
Zoroark,0.8101620324064813,510,45
Minccino,0.05701140228045609,300,255
Cinccino,0.07401480296059212,470,60
Gothita,0.05701140228045609,290,200
Gothorita,0.1790358071614323,390,100
Gothitelle,0.43908781756351273,490,50
Solosis,0.009001800360072015,290,200
Duosion,0.07901580316063213,370,100
Reuniclus,0.20004000800160032,490,50
Ducklett,0.05401080216043209,305,190
Swanna,0.24104820964192836,473,45
Vanillite,0.0560112022404481,305,255
Vanillish,0.4090818163632727,395,120
Vanilluxe,0.5741148229645929,535,45
Deerling,0.19403880776155233,335,190
Sawsbuck,0.9241848369673935,475,75
Emolga,0.049009801960392084,428,200
Karrablast,0.0580116023204641,315,200
Escavalier,0.32906581316263256,495,75
Foongus,0.009001800360072015,294,190
Amoonguss,0.10402080416083218,464,75
Frillish,0.32906581316263256,335,190
Jellicent,1.3492698539707941,480,60
Alomomola,0.3150630126025205,470,75
Joltik,0.005001000200040008,319,190
Galvantula,0.14202840568113623,472,75
Ferroseed,0.1870374074814963,305,255
Ferrothorn,1.099219843968794,489,90
Klink,0.20904180836167235,300,130
Klang,0.5091018203640728,440,60
Klinklang,0.8091618323664733,520,30
Tynamo,0.002000400080016003,275,190
Eelektrik,0.21904380876175236,405,60
Eelektross,0.8041608321664333,515,30
Elgyem,0.08901780356071215,335,255
Beheeyem,0.34406881376275256,485,90
Litwick,0.030006001200240048,275,190
Lampent,0.1290258051610322,370,90
Chandelure,0.3420684136827365,520,45
Axew,0.1790358071614323,320,75
Fraxure,0.3590718143628726,410,60
Haxorus,1.0542108421684337,540,45
Cubchoo,0.08401680336067213,305,120
Beartic,2.5995199039807964,505,60
Cryogonal,1.4792958591718344,515,25
Shelmet,0.07601520304060813,305,200
Accelgor,0.2520504100820164,495,75
Stunfisk,0.10902180436087218,471,75
Mienfoo,0.19903980796159232,350,180
Mienshao,0.3540708141628326,510,45
Druddigon,1.3892778555711143,485,45
Golett,0.9191838367673535,303,190
Golurk,3.2996599319863975,483,90
Pawniard,0.10102020404080816,340,120
Bisharp,0.6991398279655932,490,45
Bouffalant,0.9451890378075616,490,45
Rufflet,0.10402080416083218,350,190
Braviary,0.4090818163632727,510,60
Vullaby,0.08901780356071215,370,190
Mandibuzz,0.3940788157631526,510,60
Heatmor,0.579115823164633,484,90
Durant,0.32906581316263256,484,90
Deino,0.17203440688137628,300,45
Zweilous,0.49909981996399283,420,45
Hydreigon,1.5993198639727946,600,45
Larvesta,0.28705741148229647,360,45
Volcarona,0.45909181836367274,550,15
Cobalion,2.499499899979996,580,3
Terrakion,2.5995199039807964,580,3
Virizion,1.9993998799759953,580,3
Tornadus,0.629125825165033,580,3
Thundurus,0.609121824364873,580,3
Reshiram,3.2996599319863975,680,3
Zekrom,3.4496899379875976,680,3
Landorus,0.6791358271654331,600,3
Kyurem,3.2496499299859973,700,3
Keldeo,0.4840968193638728,580,3
Meloetta,0.0640128025605121,600,3
Genesect,0.8241648329665934,600,3
Chespin,0.08901780356071215,313,45
Quilladin,0.28905781156231247,405,45
Chesnaught,0.8991798359671935,530,45
Fennekin,0.09301860372074415,307,45
Braixen,0.14402880576115223,409,45
Delphox,0.38907781556311266,534,45
Froakie,0.06901380276055212,314,45
Frogadier,0.10802160432086418,405,45
Greninja,0.39907981596319264,640,45
Bunnelby,0.049009801960392084,237,255
Diggersby,0.42308461692338467,423,127
Fletchling,0.016003200640128026,278,255
Fletchinder,0.15903180636127226,382,120
Talonflame,0.2440488097619524,499,45
Scatterbug,0.02400480096019204,200,255
Spewpa,0.08301660332066414,213,120
Vivillon,0.16903380676135227,411,45
Litleo,0.13402680536107223,369,220
Pyroar,0.8141628325665133,507,65
Flabébé,0.0,303,225
Floette,0.008001600320064013,551,120
Florges,0.09901980396079216,552,45
Skiddo,0.3090618123624725,350,200
Gogoat,0.9091818363672735,531,45
Pancham,0.07901580316063213,348,220
Pangoro,1.3592718543708742,495,65
Furfrou,0.27905581116223244,472,160
Espurr,0.03400680136027206,355,190
Meowstic,0.08401680336067213,466,75
Honedge,0.019003800760152033,325,180
Doublade,0.04400880176035207,448,90
Aegislash,0.5291058211642329,520,45
Spritzee,0.004000800160032006,341,200
Aromatisse,0.15403080616123224,462,140
Swirlix,0.03400680136027206,341,200
Slurpuff,0.049009801960392084,480,140
Inkay,0.03400680136027206,288,190
Malamar,0.4690938187637528,482,80
Binacle,0.3090618123624725,306,120
Barbaracle,0.9591918383676736,500,45
Skrelp,0.07201440288057612,320,225
Dragalge,0.8141628325665133,494,55
Clauncher,0.08201640328065615,330,225
Clawitzer,0.35207041408281653,500,55
Helioptile,0.0590118023604721,289,190
Heliolisk,0.20904180836167235,481,75
Tyrunt,0.2590518103620724,362,45
Tyrantrum,2.6995399079815963,521,45
Amaura,0.2510502100420084,362,45
Aurorus,2.2494498899779956,521,45
Sylveon,0.2340468093618724,525,45
Hawlucha,0.21404280856171234,500,100
Dedenne,0.021004200840168033,431,180
Carbink,0.0560112022404481,500,60
Goomy,0.02700540108021604,300,45
Sliggoo,0.17403480696139229,452,45
Goodra,1.5043008601720345,600,45
Klefki,0.029005801160232048,470,75
Phantump,0.06901380276055212,309,120
Trevenant,0.7091418283656732,474,60
Pumpkaboo,0.14902980596119225,335,120
Gourgeist,0.38907781556311266,494,60
Bergmite,0.9941988397679536,304,190
Avalugg,5.0500100020004,514,55
Noibat,0.07901580316063213,245,190
Noivern,0.8491698339667934,535,45
Xerneas,2.1494298859771956,680,45
Yveltal,2.029405881176235,680,45
Zygarde,2.845569113822765,708,3
Diancie,0.08701740348069616,700,3
Volcanion,1.9493898779755952,600,3
Rowlet,0.014002800560112024,320,45
Dartrix,0.15903180636127226,420,45
Decidueye,0.3650730146029206,530,45
Litten,0.042008401680336066,320,45
Torracat,0.2490498099619924,420,45
Incineroar,0.8291658331666334,530,45
Popplio,0.07401480296059212,320,45
Brionne,0.17403480696139229,420,45
Primarina,0.43908781756351273,530,45
Pikipek,0.011002200440088017,265,255
Trumbeak,0.14702940588117624,355,120
Toucannon,0.2590518103620724,485,45
Yungoos,0.0590118023604721,253,255
Gumshoos,0.14102820564112822,418,127
Grubbin,0.043008601720344077,300,255
Charjabug,0.10402080416083218,400,120
Vikavolt,0.44908981796359276,500,45
Crabrawler,0.06901380276055212,338,225
Crabominable,1.799359871974395,478,60
Oricorio,0.033006601320264055,476,45
Cutiefly,0.0010002000400080016,304,190
Ribombee,0.004000800160032006,464,75
Rockruff,0.09101820364072814,280,190
Wishiwashi,0.002000400080016003,620,60
Mareanie,0.07901580316063213,305,190
Toxapex,0.14402880576115223,495,75
Mudbray,1.099219843968794,385,190
Mudsdale,9.200840168033608,500,60
Dewpider,0.03900780156031206,269,200
Araquanid,0.8191638327665534,454,100
Fomantis,0.014002800560112024,250,190
Lurantis,0.1840368073614723,480,75
Morelull,0.014002800560112024,285,190
Shiinotic,0.11402280456091218,405,75
Salandit,0.04700940188037608,320,120
Salazzle,0.22104420884176834,480,45
Stufful,0.06701340268053611,340,140
Bewear,1.3492698539707941,500,70
Bounsweet,0.03100620124024805,210,235
Steenee,0.08101620324064814,290,120
Tsareena,0.2130426085217043,510,45
Comfey,0.002000400080016003,485,60
Oranguru,0.7591518303660733,490,45
Passimian,0.8271654330866174,490,45
Wimpod,0.1190238047609522,230,90
Golisopod,1.0792158431686338,530,45
Sandygast,0.6991398279655932,320,140
Palossand,2.499499899979996,480,60
